"Rk,Player,Age,Team,Pos,GP,G,A,PTS,-9999"
"260,J.T. Compher,29,DET,LW,76,11,21,32,comphj.01"
"261,Luke Evangelista,22,NSH,RW,68,10,22,32,evanglu01"
"262,Justin Faulk,32,STL,D,78,4,28,32,faulkju01"
"263,Mathieu Olivier,27,CBJ,F,82,18,14,32,olivima01"
"264,Eric Robinson,29,CAR,LW,82,14,18,32,robiner01"
"265,Evan Rodrigues,31,FLA,C,82,15,17,32,rodriev01"
"266,Yegor Sharangovich,26,CGY,C,73,17,15,32,sharaye01"
"267,Jared Spurgeon,35,MIN,D,66,7,25,32,spurgja01"
"268,Trevor Zegras,23,ANA,C,57,12,20,32,zegratr01"
"269,Rasmus Andersson,28,CGY,D,81,11,20,31,anderra01"
"270,Simon Edvinsson,21,DET,D,78,7,24,31,edvinsi01"
"271,Gustav Forsling,28,FLA,D,80,11,20,31,forslgu02"
"272,Alex Iafallo,31,WPG,C,82,15,16,31,iafalal01"
"273,Mike Matheson,30,MTL,D,80,6,25,31,mathemi01"
"274,Ryan McDonagh,35,TBL,D,82,4,27,31,mcdonry01"
"275,Ryan Poehling,26,PHI,C,68,12,19,31,poehlry01"
"276,Nicolas Roy,27,VEG,C,71,15,16,31,royni01"
"277,Mackie Samoskevich,22,FLA,RW,72,15,16,31,samosma01"
"278,Scott Laughton,30,2TM,C,80,13,18,31,laughsc01"
"278,Scott Laughton,30,PHI,C,60,11,16,27,laughsc01"
"278,Scott Laughton,30,TOR,C,20,2,2,4,laughsc01"
"279,Yanni Gourde,33,2TM,C,57,7,24,31,gourdya01"
"279,Yanni Gourde,33,SEA,C,36,6,11,17,gourdya01"
"279,Yanni Gourde,33,TBL,C,21,1,13,14,gourdya01"
"280,Connor Brown,31,EDM,RW,82,13,17,30,brownco02"
"281,Vladislav Gavrikov,29,LAK,D,82,5,25,30,gavrivl01"
"282,Keegan Kolesar,27,VEG,RW,82,12,18,30,koleske01"
"283,Chris Kreider,33,NYR,LW,68,22,8,30,kreidch01"
"284,Kris Letang,37,PIT,D,74,9,21,30,letankr01"
"285,Corey Perry,39,EDM,RW,81,19,11,30,perryco01"
"286,Rasmus Sandin,24,WSH,D,82,4,26,30,sandira01"
"287,Travis Sanheim,28,PHI,D,82,8,22,30,sanhetr01"
"288,Alex Vlasic,23,CHI,D,82,4,26,30,vlasial01"
"289,Brandon Saad,32,2TM,LW,72,13,17,30,saadbr01"
"289,Brandon Saad,32,STL,LW,43,7,9,16,saadbr01"
"289,Brandon Saad,32,VEG,LW,29,6,8,14,saadbr01"
"290,Joel Armia,31,MTL,RW,81,11,18,29,armiajo01"
"291,Philip Broberg,23,STL,D,68,8,21,29,brobeph01"
"292,Brent Burns,39,CAR,D,82,6,23,29,burnsbr01"
"293,Ross Colton,28,COL,C,61,16,13,29,coltoro01"
"294,Oliver Ekman-Larsson,33,TOR,D,77,4,25,29,ekmanol01"
"295,Joel Eriksson Ek,28,MIN,C,46,14,15,29,eriksjo02"
"296,Brock Faber,22,MIN,D,78,10,19,29,faberbr01"
"297,Marcus Foligno,33,MIN,LW,77,14,15,29,foligma01"
"298,William Karlsson,32,VEG,C,53,9,20,29,karlswi01"
"299,Michael Kesselring,25,UTA,D,82,7,22,29,kessemi01"
"300,Victor Olofsson,29,VEG,RW,56,15,14,29,olofsvi01"
"301,Jeff Skinner,32,EDM,LW,72,16,13,29,skinnje01"
"302,Danton Heinen,29,2TM,C,79,9,20,29,heineda01"
"302,Danton Heinen,29,VAN,C,51,6,12,18,heineda01"
"302,Danton Heinen,29,PIT,C,28,3,8,11,heineda01"
"303,Marcus Pettersson,28,2TM,D,78,4,25,29,pettema01"
"303,Marcus Pettersson,28,PIT,D,47,3,15,18,pettema01"
"303,Marcus Pettersson,28,VAN,D,31,1,10,11,pettema01"
"304,Zach Benson,19,BUF,LW,75,10,18,28,bensoza01"
"305,Alexander Kerfoot,30,UTA,C,81,11,17,28,kerfoal01"
"306,Peyton Krebs,24,BUF,C,81,10,18,28,krebspe01"
"307,Adam Larsson,32,SEA,D,82,7,21,28,larssad01"
"308,Andrew Mangiapane,28,WSH,LW,81,14,14,28,mangian01"
"309,Dmitry Orlov,33,CAR,D,76,6,22,28,orlovdm01"
"310,Ondřej Palát,33,NJD,LW,77,15,13,28,palaton01"
"311,Jordan Spence,23,LAK,D,79,4,24,28,spencjo01"
"312,Kevin Stenlund,28,UTA,C,82,14,14,28,stenlke01"
"313,Gustav Nyquist,35,2TM,RW,79,11,17,28,nyquigu01"
"313,Gustav Nyquist,35,NSH,RW,57,9,12,21,nyquigu01"
"313,Gustav Nyquist,35,MIN,RW,22,2,5,7,nyquigu01"
"314,Michael Amadio,28,OTT,C,72,11,16,27,amadimi01"
"315,Josh Anderson,30,MTL,RW,81,15,12,27,anderjo05"
"316,Viktor Arvidsson,31,EDM,LW,67,15,12,27,arvidvi01"
"317,Nic Dowd,34,WSH,C,82,14,13,27,dowdni01"
"318,Adam Henrique,34,EDM,C,81,12,15,27,henriad01"
"319,Jack McBain,25,UTA,C,82,13,14,27,mcbaija03"
"320,K'Andre Miller,25,NYR,D,74,7,20,27,milleka01"
"321,Tanner Pearson,32,VEG,LW,78,12,15,27,pearsta01"
"322,Taylor Raddysh,26,WSH,RW,80,7,20,27,raddyta01"
"323,Jaccob Slavin,30,CAR,D,80,6,21,27,slavija01"
"324,Connor Zary,23,CGY,C,54,13,14,27,zaryco01"
"325,Teddy Blueger,30,VAN,C,82,8,18,26,bluegte01"
"326,Jordan Eberle,34,SEA,RW,42,9,17,26,eberljo01"
"327,Dante Fabbro,26,2TM,D,68,9,17,26,fabbrda01"
"327,Dante Fabbro,26,NSH,D,6,0,0,0,fabbrda01"
"327,Dante Fabbro,26,CBJ,D,62,9,17,26,fabbrda01"
"328,Adam Gaudette,28,OTT,C,81,19,7,26,gaudead01"
"329,Ryan Hartman,30,MIN,RW,69,11,15,26,hartmry01"
"330,Esa Lindell,30,DAL,D,80,5,21,26,lindees01"
"331,Frank Nazar,21,CHI,C,53,12,14,26,nazarfr01"
"332,Alex Newhook,24,MTL,C,82,15,11,26,newhoal01"
"333,Filip Chytil,25,2TM,C,56,13,13,26,chytifi01"
"333,Filip Chytil,25,NYR,C,41,11,9,20,chytifi01"
"333,Filip Chytil,25,VAN,C,15,2,4,6,chytifi01"
"334,Mavrik Bourque,23,DAL,C,73,11,14,25,bourqma01"
"335,Ryker Evans,23,SEA,D,73,5,20,25,evansry01"
"336,Martin Fehérváry,25,WSH,D,81,5,20,25,feherma01"
"337,Miro Heiskanen,25,DAL,D,50,5,20,25,heiskmi01"
"338,Nils Höglander,24,VAN,LW,72,8,17,25,hoglani01"
"339,Brett Kulak,31,EDM,D,82,7,18,25,kulakbr01"
"340,Martin Pospisil,25,CGY,C,81,4,21,25,pospima01"
"341,Damon Severson,30,CBJ,D,70,6,19,25,severda01"
"342,Sam Steel,26,DAL,C,79,6,19,25,steelsa01"
"343,Alex Turcotte,23,LAK,C,68,9,16,25,turcoal02"
"344,Anthony Beauvillier,27,2TM,LW,81,15,10,25,beauvan01"
"344,Anthony Beauvillier,27,PIT,LW,63,13,7,20,beauvan01"
"344,Anthony Beauvillier,27,WSH,LW,18,2,3,5,beauvan01"
"345,Joel Farabee,24,2TM,LW,81,11,14,25,farabjo01"
"345,Joel Farabee,24,PHI,LW,50,8,11,19,farabjo01"
"345,Joel Farabee,24,CGY,LW,31,3,3,6,farabjo01"
"346,Alexandre Carrier,28,2TM,D,79,3,22,25,carrial01"
"346,Alexandre Carrier,28,NSH,D,28,1,6,7,carrial01"
"346,Alexandre Carrier,28,MTL,D,51,2,16,18,carrial01"
"347,Drew O'Connor,26,2TM,F,84,10,15,25,oconndr01"
"347,Drew O'Connor,26,PIT,F,53,6,10,16,oconndr01"
"347,Drew O'Connor,26,VAN,F,31,4,5,9,oconndr01"
"348,Michael Anderson,25,LAK,D,77,6,18,24,andermi02"
"349,Jonatan Berggren,24,DET,RW,75,12,12,24,berggjo02"
"350,Samuel Girard,26,COL,D,73,3,21,24,girarsa01"
"351,Jiri Kulich,20,BUF,C,62,15,9,24,kulicji01"
"352,Eetu Luostarinen,26,FLA,C,80,9,15,24,luostee01"
"353,Tyler Myers,34,VAN,D,71,6,18,24,myersty01"
"354,Vasily Podkolzin,23,EDM,RW,82,8,16,24,podkova01"
"355,Matt Roy,29,WSH,D,69,3,21,24,royma04"
"356,Philip Tomasino,23,2TM,C,61,11,13,24,tomasph01"
"356,Philip Tomasino,23,NSH,C,11,0,1,1,tomasph01"
"356,Philip Tomasino,23,PIT,C,50,11,12,23,tomasph01"
"357,Cody Ceci,31,2TM,D,85,4,20,24,cecico01"
"357,Cody Ceci,31,SJS,D,54,4,11,15,cecico01"
"357,Cody Ceci,31,DAL,D,31,0,9,9,cecico01"
"358,Jesper Boqvist,26,FLA,C,78,12,11,23,boqvije01"
"359,Andrew Copp,30,DET,C,56,10,13,23,coppan01"
"360,Kevin Hayes,32,PIT,RW,64,13,10,23,hayeske01"
"361,Joel Kiviranta,28,COL,F,79,16,7,23,kivirjo01"
"362,Charlie McAvoy,27,BOS,D,50,7,16,23,mcavoch01"
"363,Jake McCabe,31,TOR,D,66,2,21,23,mccabja01"
"364,Ryan Pulock,30,NYI,D,74,5,18,23,pulocry01"
"365,Mason Appleton,29,WPG,C,71,10,12,22,applema01"
"366,Paul Cotter,25,NJD,C,79,16,6,22,cottepa01"
"367,Kirby Dach,24,MTL,C,57,10,12,22,dachki01"
"368,Niko Mikkola,28,FLA,D,76,6,16,22,mikkoni01"
"369,Thomas Novak,27,2TM,C,54,13,9,22,novakth01"
"369,Thomas Novak,27,NSH,C,52,13,9,22,novakth01"
"369,Thomas Novak,27,PIT,C,2,0,0,0,novakth01"
"370,Lukas Reichel,22,CHI,LW,70,8,14,22,reichlu01"
"371,Nicholas Robertson,23,TOR,LW,69,15,7,22,roberni01"
"372,Nikita Zadorov,29,BOS,D,81,4,18,22,zadorni01"
"373,Justin Brazeau,26,2TM,F,76,11,11,22,brazeju01"
"373,Justin Brazeau,26,BOS,F,57,10,10,20,brazeju01"
"373,Justin Brazeau,26,MIN,F,19,1,1,2,brazeju01"
"374,Ryan Lindgren,26,2TM,D,72,4,18,22,lindgry01"
"374,Ryan Lindgren,26,NYR,D,54,2,17,19,lindgry01"
"374,Ryan Lindgren,26,COL,D,18,2,1,3,lindgry01"
"375,Brandon Tanev,33,2TM,LW,79,10,12,22,tanevbr01"
"375,Brandon Tanev,33,SEA,LW,60,9,8,17,tanevbr01"
"375,Brandon Tanev,33,WPG,LW,19,1,4,5,tanevbr01"
"376,Brian Dumoulin,33,2TM,D,80,3,19,22,dumoubr01"
"376,Brian Dumoulin,33,ANA,D,61,2,14,16,dumoubr01"
"376,Brian Dumoulin,33,NJD,D,19,1,5,6,dumoubr01"
"377,Lars Eller,35,2TM,C,80,10,12,22,ellerla01"
"377,Lars Eller,35,PIT,C,17,4,3,7,ellerla01"
"377,Lars Eller,35,WSH,C,63,6,9,15,ellerla01"
"378,Cody Glass,25,2TM,C,65,6,16,22,glassco01"
"378,Cody Glass,25,PIT,C,51,4,11,15,glassco01"
"378,Cody Glass,25,NJD,C,14,2,5,7,glassco01"
"379,Erik Černák,27,TBL,D,76,3,18,21,cernaer01"
"380,Justin Danforth,31,CBJ,RW,61,9,12,21,danfoju01"
"381,Brandon Duhaime,27,WSH,RW,82,9,12,21,duhaibr01"
"382,Garnet Hathaway,33,PHI,RW,67,10,11,21,hathaga01"
"383,Erik Haula,33,NJD,LW,69,11,10,21,haulaer01"
"384,Nick Jensen,34,OTT,D,71,3,18,21,jenseni02"
"385,Jacob Middleton,29,MIN,D,67,8,13,21,middlja01"
"386,Logan O'Connor,28,COL,RW,80,10,11,21,oconnlo01"
"387,Adam Pelech,30,NYI,D,60,0,21,21,pelecad01"
"388,Michael Rasmussen,25,DET,C,77,11,10,21,rasmumi01"
"389,Braden Schneider,23,NYR,D,80,6,15,21,schnebr01"
"390,Tyler Seguin,33,DAL,C,20,9,12,21,seguity01"
"391,Colton Sissons,31,NSH,C,72,7,14,21,sissoco01"
"392,Trevor van Riemsdyk,33,WSH,D,82,1,20,21,vanritr01"
"393,Kevin Bahl,24,CGY,D,73,3,17,20,bahlke01"
"394,Mathew Barzal,27,NYI,C,30,6,14,20,barzama01"
"395,Jonas Brodin,31,MIN,D,50,4,16,20,brodijo01"
"396,Sam Carrick,32,NYR,C,80,6,14,20,carrisa01"
"397,Jamie Drysdale,22,PHI,D,70,7,13,20,drysdja01"
"398,Joel Edmundson,31,LAK,D,73,6,14,20,edmunjo01"
"399,Gage Goncalves,24,TBL,C,60,8,12,20,goncaga01"
"400,Blake Lizotte,27,PIT,C,59,11,9,20,lizotbl01"
"401,Brayden McNabb,34,VEG,D,82,5,15,20,mcnabbr01"
"402,Alexander Romanov,25,NYI,D,64,4,16,20,romanal01"
"403,Dylan Samberg,26,WPG,D,60,6,14,20,sambedy01"
"404,Nick Seeler,31,PHI,D,77,3,17,20,seeleni01"
"405,Oskar Sundqvist,30,STL,C,67,6,14,20,sundqos01"
"406,Olen Zellweger,21,ANA,D,62,7,13,20,zellwol01"
"407,Nikolai Kovalenko,25,2TM,RW,57,7,13,20,kovalni01"
"407,Nikolai Kovalenko,25,COL,RW,28,4,4,8,kovalni01"
"407,Nikolai Kovalenko,25,SJS,RW,29,3,9,12,kovalni01"
"408,Nick Bjugstad,32,UTA,C,66,8,11,19,bjugsni01"
"409,Jonny Brodzinski,31,NYR,C,51,12,7,19,brodzjo01"
"410,Michael Carcone,28,UTA,F,53,7,12,19,carcomi01"
"411,Tony DeAngelo,29,NYI,D,35,4,15,19,deangan01"
"412,Dylan DeMelo,31,WPG,D,82,3,16,19,demeldy01"
"413,Josh Doan,22,UTA,RW,51,7,12,19,doanjo01"
"414,Pontus Holmberg,25,TOR,RW,68,7,12,19,holmbpo01"
"415,Boone Jenner,31,CBJ,C,26,7,12,19,jennebo01"
"416,Parker Kelly,25,COL,F,80,8,11,19,kellypa01"
"417,Steven Lorentz,28,TOR,C,80,8,11,19,lorenst01"
"418,Pat Maroon,36,CHI,LW,68,5,14,19,maroopa01"
"419,Emil Martinsen Lilleberg,23,TBL,D,76,1,18,19,martiem01"
"420,Pavel Mintyukov,21,ANA,D,68,5,14,19,mintypa01"
"421,Connor Murphy,31,CHI,D,68,2,17,19,murphco02"
"422,Nicklaus Perbix,26,TBL,D,74,6,13,19,perbini01"
"423,Rasmus Ristolainen,30,PHI,D,63,4,15,19,ristora01"
"424,Nate Schmidt,33,FLA,D,80,5,14,19,schmina01"
"425,Jakob Pelletier,23,2TM,LW,49,7,12,19,pelleja01"
"425,Jakob Pelletier,23,CGY,LW,24,4,7,11,pelleja01"
"425,Jakob Pelletier,23,PHI,LW,25,3,5,8,pelleja01"
"426,Uvis Balinskis,28,FLA,D,76,4,14,18,balinuv01"
"427,Mitchell Chaffee,27,TBL,F,66,12,6,18,chaffmi01"
"428,Jalen Chatfield,28,CAR,D,79,7,11,18,chatfja01"
"429,Lawson Crouse,27,UTA,LW,81,12,6,18,crousla01"
"430,Kaiden Guhle,23,MTL,D,55,6,12,18,guhleka01"
"431,Erik Gustafsson,32,DET,D,60,2,16,18,gustaer02"
"432,Emil Heineman,23,MTL,LW,62,10,8,18,heineem01"
"433,Mattias Janmark,32,EDM,C,80,2,16,18,janmama02"
"434,Luke Kunin,27,2TM,C,75,11,7,18,kuninlu01"
"434,Luke Kunin,27,SJS,C,63,11,7,18,kuninlu01"
"434,Luke Kunin,27,CBJ,C,12,0,0,0,kuninlu01"
"435,Olli Määttä,30,2TM,D,77,2,16,18,maattol01"
"435,Olli Määttä,30,DET,D,7,0,0,0,maattol01"
"435,Olli Määttä,30,UTA,D,70,2,16,18,maattol01"
"436,Matias Maccelli,24,UTA,LW,55,8,10,18,maccema01"
"437,Chris Tanev,35,TOR,D,75,3,15,18,tanevch01"
"438,Alexey Toropchenko,25,STL,RW,80,4,14,18,toropal01"
"439,Craig Smith,35,2TM,C,59,9,9,18,smithcr01"
"439,Craig Smith,35,CHI,C,40,9,7,16,smithcr01"
"439,Craig Smith,35,DET,C,19,0,2,2,smithcr01"
"440,Jack Drury,24,2TM,C,72,8,10,18,druryja01"
"440,Jack Drury,24,CAR,C,39,3,6,9,druryja01"
"440,Jack Drury,24,COL,C,33,5,4,9,druryja01"
"441,Zach Aston-Reese,30,CBJ,C,79,6,11,17,astonza01"
"442,Colin Blackwell,31,DAL,C,63,6,11,17,blackco01"
"443,Casey Cizikas,33,NYI,C,82,7,10,17,cizikca01"
"444,Ian Cole,35,UTA,D,82,1,16,17,coleia01"
"445,Drew Doughty,35,LAK,D,30,4,13,17,doughdr01"
"446,Mario Ferraro,26,SJS,D,78,5,12,17,ferrama01"
"447,A.J. Greer,28,FLA,LW,81,6,11,17,greeraj01"
"448,Cole Koepke,26,BOS,LW,73,10,7,17,koepkco01"
"449,Johnathan Kovacevic,27,NJD,D,81,1,16,17,kovacjo01"
"450,Sean Kuraly,32,CBJ,C,82,6,11,17,kuralse01"
"451,Brett Leason,25,ANA,RW,62,5,12,17,leasobr01"
"452,Timothy Liljegren,25,2TM,D,68,6,11,17,liljeti01"
"452,Timothy Liljegren,25,TOR,D,1,0,0,0,liljeti01"
"452,Timothy Liljegren,25,SJS,D,67,6,11,17,liljeti01"
"453,Jamie Oleksiak,32,SEA,D,82,4,13,17,oleksja01"
"454,Andrew Peeke,26,BOS,D,76,1,16,17,peekean01"
"455,Brett Pesce,30,NJD,D,72,3,14,17,pescebr01"
"456,Fedor Svechkov,21,NSH,C,52,8,9,17,svechfe01"
"457,Tomáš Tatar,34,NJD,LW,74,7,10,17,tatarto01"
"458,Cameron York,24,PHI,D,66,4,13,17,yorkca01"
"459,Joe Veleno,25,2TM,C,74,8,9,17,velenjo01"
"459,Joe Veleno,25,DET,C,56,5,5,10,velenjo01"
"459,Joe Veleno,25,CHI,C,18,3,4,7,velenjo01"
"460,Mark Jankowski,30,2TM,C,60,12,5,17,jankoma01"
"460,Mark Jankowski,30,NSH,C,41,4,5,9,jankoma01"
"460,Mark Jankowski,30,CAR,C,19,8,0,8,jankoma01"
"461,Oskar Back,24,DAL,C,73,4,12,16,backos01"
"462,Nick Blankenburg,26,NSH,D,60,4,12,16,blankni01"
"463,Zach Bogosian,34,MIN,D,81,4,12,16,bogosza01"
"464,Connor Clifton,29,BUF,D,73,1,15,16,cliftco01"
"465,Jason Dickinson,29,CHI,C,59,7,9,16,dickija01"
"466,Brenden Dillon,34,NJD,D,82,2,14,16,dillobr01"
"467,Robby Fabbri,29,ANA,C,44,8,8,16,fabbrro01"
"468,Radko Gudas,34,ANA,D,81,1,15,16,gudasra01"
"469,David Perron,36,OTT,LW,43,9,7,16,perroda01"
"470,Nathan Walker,30,STL,C,73,8,8,16,walkena01"
"471,Sean Walker,30,CAR,D,82,5,11,16,walkese01"
"472,Urho Vaakanainen,26,2TM,D,51,2,14,16,vaakaur01"
"472,Urho Vaakanainen,26,ANA,D,5,0,1,1,vaakaur01"
"472,Urho Vaakanainen,26,NYR,D,46,2,13,15,vaakaur01"
"473,Michael Eyssimont,28,2TM,C,77,9,7,16,eyssimi01"
"473,Michael Eyssimont,28,TBL,C,57,5,5,10,eyssimi01"
"473,Michael Eyssimont,28,SEA,C,20,4,2,6,eyssimi01"
"474,Juuso Pärssinen,23,3TM,C,48,6,10,16,parssju01"
"474,Juuso Pärssinen,23,NSH,C,15,2,3,5,parssju01"
"474,Juuso Pärssinen,23,COL,C,22,2,4,6,parssju01"
"474,Juuso Pärssinen,23,NYR,C,11,2,3,5,parssju01"
"475,Morgan Barron,26,WPG,C,74,8,7,15,barromo01"
"476,Yegor Chinakhov,23,CBJ,RW,30,7,8,15,chinaye01"
"477,Nick Cousins,31,OTT,C,50,6,9,15,cousini01"
"478,Pierre Engvall,28,NYI,LW,62,8,7,15,engvapi01"
"479,Radek Faksa,31,STL,C,70,5,10,15,faksara01"
"480,Trent Frederic,26,2TM,C,58,8,7,15,fredetr01"
"480,Trent Frederic,26,BOS,C,57,8,7,15,fredetr01"
"480,Trent Frederic,26,EDM,C,1,0,0,0,fredetr01"
"481,Zachary L'Heureux,21,NSH,LW,62,5,10,15,lheurza01"
"482,Isac Lundeström,25,ANA,C,79,4,11,15,lundeis01"
"483,Sam Malinski,26,COL,D,76,5,10,15,malinsa01"
"484,Josh Manson,33,COL,D,48,1,14,15,mansojo01"
"485,Colin Miller,32,WPG,D,60,4,11,15,milleco02"
"486,David Savard,34,MTL,D,75,1,14,15,savarda01"
"487,Ryan Suter,40,STL,D,82,2,13,15,suterry01"
"488,Yakov Trenin,28,MIN,C,76,7,8,15,treniya01"
"489,Egor Zamula,24,PHI,D,63,3,12,15,zamulye01"
"490,William Borgen,28,2TM,D,84,5,10,15,borgewi01"
"490,William Borgen,28,SEA,D,33,1,1,2,borgewi01"
"490,William Borgen,28,NYR,D,51,4,9,13,borgewi01"
"491,Conor Timmins,26,2TM,D,68,3,12,15,timmico01"
"491,Conor Timmins,26,TOR,D,51,2,6,8,timmico01"
"491,Conor Timmins,26,PIT,D,17,1,6,7,timmico01"
"492,Conor Geekie,20,TBL,C,52,8,6,14,geekico01"
"493,Mathieu Joseph,27,STL,RW,60,4,10,14,josepma01"
"494,Dakota Joshua,28,VAN,C,57,7,7,14,joshuda01"
"495,Mark Kastelic,25,BOS,C,61,5,9,14,kastema01"
"496,Philipp Kurashev,25,CHI,C,51,7,7,14,kurasph01"
