Rk,Player,Age,Team,Pos,GP,G,A,PTS,SOG▼,-9999
1,Nathan MacKinnon,29,COL,C,79,32,84,116,320,mackina01
2,David Pastrňák,28,BOS,RW,82,43,63,106,319,pastrda01
3,Zach Werenski,27,CBJ,D,81,23,59,82,298,werenza01
4,Brady Tkachuk,25,OTT,LW,72,29,26,55,296,tkachbr01
5,Filip Forsberg,30,NSH,C,82,31,45,76,281,forsbfi01
6,Nazem Kadri,34,CGY,C,82,35,32,67,279,kadrina01
7,Matt Boldy,23,MIN,LW,82,27,46,73,271,boldyma01
8,Kyle Connor,28,WPG,LW,82,41,56,97,267,connoky01
9,Nikita Kucherov,31,TBL,RW,78,37,84,121,265,kucheni01
10,Auston Matthews,27,TOR,C,67,33,45,78,261,matthau01
11,Pavel Dorofeyev,24,VEG,LW,82,35,17,52,254,dorofpa01
12,William Nylander,28,TOR,C,82,45,39,84,253,nylanwi01
13,Cale Makar,26,COL,D,80,30,62,92,246,makarca01
14,Alex DeBrincat,27,DET,RW,82,39,31,70,244,debrial01
15,Kevin Fiala,28,LAK,LW,81,35,25,60,244,fialake01
16,Bo Horvat,29,NYI,C,81,28,29,57,243,horvabo01
17,Tage Thompson,27,BUF,C,76,44,28,72,242,thompta01
18,Carter Verhaeghe,29,FLA,C,81,20,33,53,241,verhaca01
19,Sam Bennett,28,FLA,C,76,25,26,51,241,bennesa01
20,Leon Draisaitl,29,EDM,C,71,52,54,106,240,draisle01
21,Cole Caufield,24,MTL,RW,82,37,33,70,239,caufico01
22,Jordan Kyrou,26,STL,C,82,36,34,70,239,kyroujo01
23,Timo Meier,28,NJD,RW,80,26,27,53,238,meierti01
24,Artemi Panarin,33,NYR,LW,80,37,52,89,237,panarar01
25,Adrian Kempe,28,LAK,LW,81,35,38,73,237,kempead01
26,Alex Ovechkin,39,WSH,LW,65,44,29,73,237,ovechal01
27,Macklin Celebrini,18,SJS,F,70,25,38,63,236,celebma01
28,Evan Bouchard,25,EDM,D,82,14,53,67,235,bouchev01
29,Dylan Larkin,28,DET,C,82,30,40,70,234,larkidy01
30,Frank Vatrano,30,ANA,LW,81,21,24,45,234,vatrafr01
31,Jack Eichel,28,VEG,C,77,28,66,94,233,eicheja01
32,Anders Lee,34,NYI,LW,82,29,25,54,233,leean01
33,Tyler Toffoli,32,SJS,C,78,30,24,54,233,toffoty01
34,Brandon Montour,30,SEA,D,81,18,23,41,231,montobr01
35,Jack Hughes,23,NJD,C,62,27,43,70,229,hugheja03
36,Brandon Hagel,26,TBL,LW,82,35,55,90,228,hagelbr01
37,Sidney Crosby,37,PIT,C,80,33,58,91,227,crosbsi01
38,Clayton Keller,26,UTA,C,81,30,60,90,218,kellecl01
39,Jake Guentzel,30,TBL,C,80,41,39,80,217,guentja01
40,Sam Reinhart,29,FLA,C,79,39,42,81,213,reinhsa01
41,Mikko Rantanen,28,3TM,RW,82,32,56,88,212,rantami01
42,Jason Robertson,25,DAL,LW,82,35,45,80,211,roberja01
43,Zach Hyman,32,EDM,LW,73,27,17,44,210,hymanza01
44,Sebastian Aho,27,CAR,F,79,29,45,74,207,ahose01
45,Kirill Marchenko,24,CBJ,RW,79,31,43,74,207,marchki01
46,Jonathan Marchessault,34,NSH,C,78,21,35,56,206,audymjo01
47,Seth Jarvis,22,CAR,C,73,32,35,67,204,jarvise01
48,Dylan Guenther,21,UTA,RW,70,27,33,60,204,guentdy01
49,Rickard Rakell,31,PIT,RW,81,35,35,70,203,rakelri01
50,Wyatt Johnston,21,DAL,C,82,33,38,71,202,johnswy01
51,Jared McCann,28,SEA,C,82,22,39,61,202,mccanja01
52,Vincent Trocheck,31,NYR,C,82,26,33,59,202,trochvi01
53,John Tavares,34,TOR,C,75,38,36,74,200,tavarjo01
54,Rasmus Dahlin,24,BUF,D,73,17,51,68,200,dahlira01
55,Matvei Michkov,20,PHI,RW,80,26,37,63,200,michkma01
56,Warren Foegele,28,LAK,LW,82,24,22,46,199,foegewa01
57,Connor McDavid,28,EDM,C,67,26,74,100,196,mcdavco01
58,Alex Tuch,28,BUF,RW,82,36,31,67,196,tuchal01
59,Noah Dobson,25,NYI,D,71,10,29,39,196,dobsono01
60,Connor Bedard,19,CHI,C,82,23,44,67,195,bedarco01
61,Jake Sanderson,22,OTT,D,80,11,46,57,195,sandeja01
62,Gustav Forsling,28,FLA,D,80,11,20,31,195,forslgu02
63,Martin Nečas,26,2TM,C,79,27,56,83,194,necasma01
64,Brad Marchand,36,2TM,LW,71,23,28,51,194,marchbr03
65,Jaden Schwartz,32,SEA,C,81,26,23,49,194,schwaja01
66,Blake Coleman,33,CGY,C,82,15,24,39,194,colembl01
67,Logan Stankoven,21,2TM,C,78,14,24,38,194,stanklo01
68,Brock Nelson,33,2TM,C,80,26,30,56,193,nelsobr01
69,Alex Laferriere,23,LAK,RW,77,19,23,42,193,laferal01
70,Lucas Raymond,22,DET,LW,82,27,53,80,192,raymolu01
71,Quinn Hughes,25,VAN,D,68,16,60,76,192,hughequ01
72,Drake Batherson,26,OTT,C,82,26,42,68,192,bathedr01
73,Adam Fantilli,20,CBJ,C,82,31,23,54,191,fantiad01
74,Erik Karlsson,34,PIT,D,82,11,42,53,191,karlser01
75,Bryan Rust,32,PIT,RW,71,31,34,65,190,rustbr01
76,Cutter Gauthier,21,ANA,LW,82,20,24,44,190,gauthcu01
77,Brayden Point,28,TBL,C,77,42,40,82,189,pointbr01
78,Travis Konecny,27,PHI,RW,82,24,52,76,188,konectr01
79,Troy Terry,27,ANA,C,77,21,34,55,188,terrytr01
80,Dylan Cozens,23,2TM,C,82,16,31,47,188,cozendy01
81,Owen Tippett,25,PHI,RW,77,20,23,43,188,tippeow01
82,Darnell Nurse,29,EDM,D,76,5,28,33,188,nurseda01
83,Nico Hischier,26,NJD,C,75,35,34,69,187,hischni01
84,Nick Schmaltz,28,UTA,C,82,20,43,63,186,schmani01
85,Dougie Hamilton,31,NJD,D,64,9,31,40,186,hamildo01
86,MacKenzie Weegar,31,CGY,D,81,8,39,47,184,weegama01
87,Mika Zibanejad,31,NYR,C,82,20,42,62,183,zibanmi01
88,Ryan Donato,28,CHI,C,80,31,31,62,182,donatry01
89,Victor Hedman,34,TBL,D,79,15,51,66,181,hedmavi01
90,Fabian Zetterlund,25,2TM,W,84,19,22,41,181,zettefa01
91,Jesper Bratt,26,NJD,W,81,21,67,88,180,brattje01
92,Mark Scheifele,31,WPG,C,82,39,48,87,180,scheima01
93,Mason McTavish,22,ANA,C,76,22,30,52,180,mctavma01
94,Andrei Svechnikov,24,CAR,RW,72,20,28,48,180,svechan01
95,Matthew Coronato,22,CGY,RW,77,24,23,47,180,coronma01
96,Jakob Chychrun,26,WSH,D,74,20,27,47,179,chychja01
97,Thomas Chabot,28,OTT,D,80,9,36,45,179,chaboth01
98,Dylan Holloway,23,STL,C,77,26,37,63,178,hollody01
99,Tomáš Hertl,31,VEG,C,73,32,29,61,177,hertlto01
100,Connor McMichael,24,WSH,C,82,26,31,57,177,mcmicco01
101,Patrick Kane,36,DET,RW,72,21,38,59,175,kanepa01
102,Mikael Backlund,35,CGY,C,76,15,17,32,175,backlmi01
103,Nikolaj Ehlers,28,WPG,LW,69,24,39,63,174,ehlerni01
104,Steven Stamkos,34,NSH,C,82,27,26,53,174,stamkst01
105,Brent Burns,39,CAR,D,82,6,23,29,174,burnsbr01
106,Mitch Marner,27,TOR,RW,81,27,75,102,173,marnemi01
107,JJ Peterka,23,BUF,RW,77,27,41,68,173,peterjo01
108,Nick Suzuki,25,MTL,C,82,30,59,89,172,suzukni01
109,Josh Morrissey,29,WPG,D,80,14,48,62,172,morrijo04
110,Conor Garland,28,VAN,RW,81,19,31,50,171,garlaco01
111,Thomas Harley,23,DAL,D,78,16,34,50,171,harleth01
112,Jake DeBrusk,28,VAN,LW,82,28,20,48,171,debruja01
113,Mikael Granlund,32,2TM,C,83,22,44,66,169,granlmi01
114,Tom Wilson,30,WSH,RW,81,33,32,65,169,wilsoto01
115,Kyle Palmieri,33,NYI,RW,82,24,24,48,169,palmiky01
116,Bobby McMann,28,TOR,F,74,20,14,34,169,mcmanbo02
117,John Carlson,35,WSH,D,79,5,46,51,167,carlsjo01
118,Stefan Noesen,31,NJD,RW,78,22,19,41,165,noesest01
119,Ryan Nugent-Hopkins,31,EDM,C,78,20,29,49,164,nugenry01
120,Jake Walman,28,2TM,D,65,7,33,40,164,walmaja01
121,Kris Letang,37,PIT,D,74,9,21,30,164,letankr01
122,Rasmus Andersson,28,CGY,D,81,11,20,31,163,anderra01
123,Tim Stützle,23,OTT,LW,82,24,55,79,162,stuetti02
124,Moritz Seider,23,DET,D,82,8,38,46,162,seidemo01
125,Evan Rodrigues,31,FLA,C,82,15,17,32,161,rodriev01
126,Roope Hintz,28,DAL,LW,76,28,39,67,160,hintzro01
127,Anthony Cirelli,27,TBL,C,80,27,32,59,160,cirelan01
128,Logan Cooley,20,UTA,C,75,25,40,65,158,coolelo01
129,Anton Lundell,23,FLA,C,79,17,28,45,158,lundean01
130,Viktor Arvidsson,31,EDM,LW,67,15,12,27,158,arvidvi01
131,Ryan Hartman,30,MIN,RW,69,11,15,26,158,hartmry01
132,Quinton Byfield,22,LAK,C,81,23,31,54,157,byfiequ01
133,Matthew Tkachuk,27,FLA,LW,52,22,35,57,156,tkachma01
134,Brady Skjei,30,NSH,D,82,10,23,33,156,skjeibr01
135,Barrett Hayton,24,UTA,C,82,20,26,46,155,haytoba01
136,Sean Couturier,32,PHI,C,79,15,30,45,155,coutuse01
137,Michael Bunting,29,2TM,LW,76,19,19,38,155,buntimi01
138,Dmitri Voronkov,24,CBJ,LW,73,23,24,47,154,vorondi01
139,Oliver Bjorkstrand,29,2TM,RW,79,21,25,46,154,bjorkol01
140,Jonathan Huberdeau,31,CGY,LW,81,28,34,62,153,huberjo01
141,Alexis Lafrenière,23,NYR,LW,82,17,28,45,153,lafreal01
142,Trevor Moore,29,LAK,LW,71,18,22,40,153,mooretr01
143,Matt Duchene,34,DAL,C,82,30,52,82,152,duchema01
144,Matthew Knies,22,TOR,LW,78,29,29,58,152,kniesma01
145,William Cuylle,22,NYR,LW,82,20,25,45,152,cuyllwi01
146,Chris Kreider,33,NYR,LW,68,22,8,30,152,kreidch01
147,William Eklund,22,SJS,LW,77,17,41,58,151,eklunwi01
148,Mats Zuccarello,37,MIN,LW,69,19,35,54,151,zuccama01
149,Ryan O'Reilly,33,NSH,C,79,21,32,53,151,oreilry01
150,Elias Lindholm,30,BOS,C,82,17,30,47,151,lindhel01
151,Joel Farabee,24,2TM,LW,81,11,14,25,151,farabjo01
152,Morgan Geekie,26,BOS,C,77,33,24,57,150,geekimo01
153,Roman Josi,34,NSH,D,53,9,29,38,150,josiro01
154,Nino Niederreiter,32,WPG,RW,82,17,20,37,150,niedeni01
155,Michael Kesselring,25,UTA,D,82,7,22,29,150,kessemi01
156,Dylan Strome,27,WSH,C,82,29,53,82,149,stromdy01
157,Aleksander Barkov,29,FLA,C,67,20,51,71,149,barkoal01
158,Mike Matheson,30,MTL,D,80,6,25,31,149,mathemi01
159,Anthony Beauvillier,27,2TM,LW,81,15,10,25,149,beauvan01
160,Artturi Lehkonen,29,COL,LW,69,27,18,45,148,lehkoar01
161,Brendan Gallagher,32,MTL,RW,82,21,17,38,148,gallabr01
162,Matty Beniers,22,SEA,C,82,20,23,43,147,beniema01
163,Robert Thomas,25,STL,C,70,21,60,81,145,thomaro01
164,Pavel Buchnevich,29,STL,LW,76,20,37,57,145,buchnpa01
165,Kirill Kaprizov,27,MIN,LW,41,25,31,56,145,kapriki01
166,Brock Boeser,27,VAN,RW,75,25,25,50,145,boesebr01
167,Noah Hanifin,28,VEG,D,80,10,29,39,145,hanifno01
168,Marco Kasper,20,DET,C,77,19,18,37,145,kaspema01
169,Sean Walker,30,CAR,D,82,5,11,16,145,walkese01
170,Brayden Schenn,33,STL,C,82,18,32,50,144,schenbr01
171,Taylor Hall,33,2TM,LW,77,18,24,42,144,hallta02
172,Morgan Frost,25,2TM,C,81,14,23,37,144,frostmo01
173,Jeff Skinner,32,EDM,LW,72,16,13,29,144,skinnje01
174,Jason Zucker,33,BUF,LW,73,21,32,53,143,zuckeja01
175,Cole Perfetti,23,WPG,C,82,18,32,50,143,perfeco01
176,Mattias Ekholm,34,EDM,D,65,9,24,33,143,ekholma01
177,Pierre-Luc Dubois,26,WSH,LW,82,20,46,66,142,duboipi01
178,Aliaksei Protas,24,WSH,C,76,30,36,66,142,protaal01
179,Tyson Foerster,23,PHI,RW,81,25,18,43,142,foersty01
180,Jackson Blake,21,CAR,RW,80,17,17,34,142,blakeja02
181,Michael Eyssimont,28,2TM,C,77,9,7,16,142,eyssimi01
182,Nick Paul,29,TBL,LW,76,22,19,41,141,paulni01
183,Kiefer Sherwood,29,VAN,RW,78,19,21,40,141,sherwki01
184,Dawson Mercer,23,NJD,C,82,19,17,36,141,merceda01
185,Joel Eriksson Ek,28,MIN,C,46,14,15,29,140,eriksjo02
186,Owen Power,22,BUF,D,79,7,33,40,139,powerow01
187,Jack Roslovic,28,CAR,C,81,22,17,39,139,rosloja01
188,Travis Sanheim,28,PHI,D,82,8,22,30,139,sanhetr01
189,Claude Giroux,37,OTT,C,81,15,35,50,138,giroucl01
190,Pius Suter,28,VAN,F,81,25,21,46,138,suterpi01
191,Devon Toews,30,COL,D,76,10,34,44,138,toewsde01
192,Ilya Mikheyev,30,CHI,F,80,20,14,34,138,mikheil01
193,J.T. Miller,31,2TM,C,72,22,48,70,137,millejt01
194,Ryan Strome,31,ANA,C,82,10,31,41,137,stromry01
195,Vince Dunn,28,SEA,D,62,11,28,39,137,dunnvi02
196,Eeli Tolvanen,25,SEA,RW,81,23,12,35,137,tolvaee01
197,Marco Rossi,23,MIN,C,82,24,36,60,136,rossima01
198,Jamie Benn,35,DAL,LW,80,16,33,49,136,bennja01
199,Adam Fox,26,NYR,D,74,10,51,61,135,foxad01
200,Brett Kulak,31,EDM,D,82,7,18,25,135,kulakbr01
201,Mason Marchment,29,DAL,F,62,22,25,47,134,marchma01
202,Jackson LaCombe,24,ANA,D,75,14,29,43,134,lacomja01
203,Alex Killorn,35,ANA,C,82,19,18,37,134,killoal01
204,Luke Evangelista,22,NSH,RW,68,10,22,32,134,evanglu01
205,Jiri Kulich,20,BUF,C,62,15,9,24,134,kulicji01
206,Juraj Slafkovsky,20,MTL,LW,79,18,33,51,133,slafkju01
207,Vladimir Tarasenko,33,DET,RW,80,11,22,33,133,tarasvl01
208,Filip Chytil,25,2TM,C,56,13,13,26,133,chytifi01
209,Mikhail Sergachev,26,UTA,D,77,15,38,53,132,sergami01
210,Pavel Zacha,27,BOS,C,82,14,33,47,132,zachapa01
211,Mark Stone,32,VEG,RW,66,19,48,67,131,stonema01
212,Tyler Bertuzzi,29,CHI,LW,82,23,23,46,131,bertuty01
213,Brandt Clarke,21,LAK,D,78,5,28,33,131,clarkbr02
214,Gabriel Vilardi,25,WPG,C,71,27,34,61,130,vilarga01
215,Olen Zellweger,21,ANA,D,62,7,13,20,130,zellwol01
216,Reilly Smith,33,2TM,RW,79,13,27,40,129,smithre01
217,Seth Jones,30,2TM,D,63,9,27,36,129,jonesse01
218,Cole Sillinger,21,CBJ,C,66,11,22,33,129,sillico01
219,Mackie Samoskevich,22,FLA,RW,72,15,16,31,129,samosma01
220,Sean Monahan,30,CBJ,C,54,19,38,57,128,monahse01
221,Shea Theodore,29,VEG,D,67,7,50,57,128,theodsh01
222,Yegor Sharangovich,26,CGY,C,73,17,15,32,128,sharaye01
223,Will Smith,19,SJS,C,74,18,27,45,127,smithwi01
224,Shane Pinto,24,OTT,C,70,21,16,37,127,pintosh01
225,Brandon Saad,32,2TM,LW,72,13,17,30,127,saadbr01
226,Morgan Rielly,30,TOR,D,82,7,34,41,126,riellmo01
227,Lawson Crouse,27,UTA,LW,81,12,6,18,126,crousla01
228,Evgeni Malkin,38,PIT,C,68,16,34,50,125,malkiev01
229,Brett Howden,26,VEG,C,80,23,17,40,125,howdebr01
230,Colton Parayko,31,STL,D,64,16,20,36,125,parayco01
231,Scott Laughton,30,2TM,C,80,13,18,31,125,laughsc01
232,Ross Colton,28,COL,C,61,16,13,29,125,coltoro01
233,Justin Faulk,32,STL,D,78,4,28,32,124,faulkju01
234,Brock Faber,22,MIN,D,78,10,19,29,124,faberbr01
235,Kent Johnson,22,CBJ,C,68,24,33,57,123,johnske01
236,Evgenii Dadonov,35,DAL,RW,80,20,20,40,123,dadonev01
237,Neal Pionk,29,WPG,D,69,10,29,39,123,pionkne01
238,Jack Quinn,23,BUF,RW,74,15,24,39,123,quinnja01
239,Alex Pietrangelo,35,VEG,D,71,4,29,33,123,pietral01
240,Connor Brown,31,EDM,RW,82,13,17,30,123,brownco02
241,Jake Neighbours,22,STL,LW,82,22,24,46,122,neighja01
242,Shayne Gostisbehere,31,CAR,D,70,7,38,45,122,gostish01
243,Phillip Danault,31,LAK,C,80,8,35,43,122,danauph01
244,Luke Hughes,21,NJD,D,71,7,37,44,121,hughelu01
245,Marcus Johansson,34,MIN,C,72,11,23,34,121,johanma03
246,Jean-Gabriel Pageau,32,NYI,C,79,14,28,42,120,pageaje01
247,Zachary Bolduc,21,STL,C,72,19,17,36,120,bolduza01
248,Zach Benson,19,BUF,LW,75,10,18,28,120,bensoza01
249,Ridly Greig,22,OTT,C,78,13,21,34,119,greigri01
250,William Karlsson,32,VEG,C,53,9,20,29,119,karlswi01
251,Valeri Nichushkin,29,COL,RW,43,21,13,34,118,nichuva01
252,Oliver Ekman-Larsson,33,TOR,D,77,4,25,29,118,ekmanol01
253,Alex Newhook,24,MTL,C,82,15,11,26,118,newhoal01
254,Kaapo Kakko,23,2TM,RW,79,14,30,44,117,kakkoka01
255,Dmitry Orlov,33,CAR,D,76,6,22,28,117,orlovdm01
256,Drew O'Connor,26,2TM,F,84,10,15,25,117,oconndr01
257,Maxim Tsyplakov,26,NYI,F,77,10,25,35,116,tsyplma01
258,Patrik Laine,26,MTL,RW,52,20,13,33,116,lainepa01
259,Niko Mikkola,28,FLA,D,76,6,16,22,116,mikkoni01
260,André Burakovsky,29,SEA,LW,79,10,27,37,115,burakan01
261,Charlie Coyle,32,2TM,C,83,17,18,35,115,coylech01
262,Jesperi Kotkaniemi,24,CAR,C,78,12,21,33,115,kotkaje01
263,Nick Bjugstad,32,UTA,C,66,8,11,19,115,bjugsni01
264,Sam Malinski,26,COL,D,76,5,10,15,115,malinsa01
265,Leo Carlsson,20,ANA,C,76,20,25,45,114,carlsle01
266,Martin Pospisil,25,CGY,C,81,4,21,25,114,pospima01
267,Vasily Podkolzin,23,EDM,RW,82,8,16,24,114,podkova01
268,Jalen Chatfield,28,CAR,D,79,7,11,18,114,chatfja01
269,Jordan Martinook,32,CAR,LW,79,15,21,36,112,martijo01
270,Vladislav Gavrikov,29,LAK,D,82,5,25,30,112,gavrivl01
271,Adam Larsson,32,SEA,D,82,7,21,28,112,larssad01
272,Nicholas Robertson,23,TOR,LW,69,15,7,22,112,roberni01
273,Luke Kunin,27,2TM,C,75,11,7,18,112,kuninlu01
274,Teuvo Teräväinen,30,CHI,F,82,15,43,58,111,teravte01
275,Ivan Barbashev,29,VEG,C,70,23,28,51,111,barbaiv01
276,Mathieu Olivier,27,CBJ,F,82,18,14,32,111,olivima01
277,Connor Zary,23,CGY,C,54,13,14,27,111,zaryco01
278,Jacob Trouba,30,2TM,D,77,1,13,14,111,troubja01
279,Noah Cates,25,PHI,LW,78,16,21,37,110,catesno01
280,Frédérick Gaudreau,31,MIN,C,82,18,19,37,110,gaudrfr01
281,Eric Robinson,29,CAR,LW,82,14,18,32,110,robiner01
282,K'Andre Miller,25,NYR,D,74,7,20,27,110,milleka01
283,Jaccob Slavin,30,CAR,D,80,6,21,27,110,slavija01
284,Erik Haula,33,NJD,LW,69,11,10,21,110,haulaer01
285,Elias Pettersson,26,VAN,C,64,15,30,45,109,petteel01
286,Alex Iafallo,31,WPG,C,82,15,16,31,109,iafalal01
287,Victor Olofsson,29,VEG,RW,56,15,14,29,109,olofsvi01
288,Josh Anderson,30,MTL,RW,81,15,12,27,109,anderjo05
289,Tanner Pearson,32,VEG,LW,78,12,15,27,109,pearsta01
290,Adam Pelech,30,NYI,D,60,0,21,21,109,pelecad01
291,Ben Chiarot,33,DET,D,81,4,9,13,109,chiarbe01
292,Darren Raddysh,28,TBL,D,73,6,31,37,108,raddyda01
293,Miro Heiskanen,25,DAL,D,50,5,20,25,108,heiskmi01
294,Jordan Staal,36,CAR,C,75,13,23,36,107,staaljo01
295,Jared Spurgeon,35,MIN,D,66,7,25,32,107,spurgja01
296,Nicolas Roy,27,VEG,C,71,15,16,31,107,royni01
297,Mason Appleton,29,WPG,C,71,10,12,22,107,applema01
298,Aaron Ekblad,28,FLA,D,56,3,30,33,106,ekblaaa01
299,Bobby Brink,23,PHI,RW,79,12,29,41,105,brinkbo01
300,Casey Mittelstadt,26,2TM,C,81,15,25,40,105,mitteca01
301,Nikita Zadorov,29,BOS,D,81,4,18,22,105,zadorni01
302,Nick Foligno,37,CHI,LW,78,15,20,35,104,foligni01
303,Christian Dvorak,28,MTL,C,82,12,21,33,104,dvorach01
304,Joel Armia,31,MTL,RW,81,11,18,29,104,armiajo01
305,Adam Henrique,34,EDM,C,81,12,15,27,104,henriad01
306,Philip Tomasino,23,2TM,C,61,11,13,24,104,tomasph01
307,Lars Eller,35,2TM,C,80,10,12,22,104,ellerla01
308,Alex Vlasic,23,CHI,D,82,4,26,30,103,vlasial01
309,Gustav Nyquist,35,2TM,RW,79,11,17,28,103,nyquigu01
310,Kevin Stenlund,28,UTA,C,82,14,14,28,102,stenlke01
311,Timothy Liljegren,25,2TM,D,68,6,11,17,102,liljeti01
312,Zach Aston-Reese,30,CBJ,C,79,6,11,17,101,astonza01
313,Ivan Provorov,28,CBJ,D,82,7,26,33,100,provoiv01
314,Corey Perry,39,EDM,RW,81,19,11,30,100,perryco01
315,Alexander Kerfoot,30,UTA,C,81,11,17,28,100,kerfoal01
316,Alexander Romanov,25,NYI,D,64,4,16,20,100,romanal01
317,Rasmus Ristolainen,30,PHI,D,63,4,15,19,100,ristora01
318,Adam Lowry,31,WPG,LW,73,16,18,34,99,lowryad01
319,Esa Lindell,30,DAL,D,80,5,21,26,99,lindees01
320,Brandon Tanev,33,2TM,LW,79,10,12,22,99,tanevbr01
321,Michael Rasmussen,25,DET,C,77,11,10,21,99,rasmumi01
322,Parker Kelly,25,COL,F,80,8,11,19,99,kellypa01
323,Brett Pesce,30,NJD,D,72,3,14,17,99,pescebr01
324,Anže Kopitar,37,LAK,C,81,21,46,67,98,kopitan01
325,J.T. Compher,29,DET,LW,76,11,21,32,98,comphj.01
326,Trevor Zegras,23,ANA,C,57,12,20,32,98,zegratr01
327,Kevin Hayes,32,PIT,RW,64,13,10,23,98,hayeske01
